,Review Title,Total Review,Preprocessed Reviews,sentiment
55," Requiem of a broken man
","The perfect portrait of a decline to insanity""
& Joaquin Phoenix portrays this flawlessly in a performance of a lifetime.
Choreographed impeccably by Todd Phillips & is nothing short of breathtaking.
The cinematography & backdrop ideology of such an original film for such a complex character is only complimented by the superb soundtrack & acting. A hauntingly beautiful film & A Definate 10/10.
Edit: Bring on part 2 plssssss!. We all want it!.","['the', 'perfect', 'portrait', 'declin', 'insan', 'joaquin', 'phoenix', 'portray', 'flawlessli', 'perform', 'lifetim', 'choreograph', 'impecc', 'todd', 'phillip', 'noth', 'short', 'breathtak', 'the', 'cinematographi', 'backdrop', 'ideolog', 'origin', 'film', 'complex', 'charact', 'compliment', 'superb', 'soundtrack', 'act', 'a', 'hauntingli', 'beauti', 'film', 'a', 'defin', 'edit', 'bring', 'part', 'plssssss', 'we', 'want']",positive
56," The Rise of the Joker!
","Joaquin' portrayal of a sociopathic, mentally unstable man's transformation to the iconic Joker was non other than a grippingly accurate, realistic and touching rendition. A dark and disturbing character piece led by an Oscar worthy performance by Joaquin Phoenix. You really do feel bad for this guy, which makes it all the more heartbreaking when he inevitably becomes the clown prince of crime we all know and love, although we've never seen him like this. We see him suffer throughout the movie to the point we're almost rooting for himk to become a mass murdering psyco clown, because that at least will make feel better; then it happens and we just wish this could have all just been avoided, because es so messed up. We feel for him and care about him. By the time he's the joker, we wish we could've helped him. There's a lot of great nods to the greater Batman universe, yet the movie is a self contained character piece. That can only be the mark of a great movie. All the acting is great, the plot (while similar to Taxi Driver) is brilliant and the quality of the movie shows you don't need CGI super powers to be a great villain in a Superhero movie. Is a joke not everyone gets. This movie is ""the rise of the Joker!"" 10/10","['joaquin', 'portray', 'sociopath', 'mental', 'unstabl', 'man', 'transform', 'icon', 'joker', 'non', 'grippingli', 'accur', 'realist', 'touch', 'rendit', 'a', 'dark', 'disturb', 'charact', 'piec', 'led', 'oscar', 'worthi', 'perform', 'joaquin', 'phoenix', 'you', 'realli', 'feel', 'bad', 'guy', 'make', 'heartbreak', 'inevit', 'becom', 'clown', 'princ', 'crime', 'know', 'love', 'although', 'weve', 'never', 'seen', 'like', 'we', 'see', 'suffer', 'throughout', 'movi', 'point', 'almost', 'root', 'himk', 'becom', 'mass', 'murder', 'psyco', 'clown', 'least', 'make', 'feel', 'better', 'happen', 'wish', 'could', 'avoid', 'e', 'mess', 'we', 'feel', 'care', 'by', 'time', 'he', 'joker', 'wish', 'couldv', 'help', 'there', 'lot', 'great', 'nod', 'greater', 'batman', 'univers', 'yet', 'movi', 'self', 'contain', 'charact', 'piec', 'that', 'mark', 'great', 'movi', 'all', 'act', 'great', 'plot', 'similar', 'taxi', 'driver', 'brilliant', 'qualiti', 'movi', 'show', 'dont', 'need', 'cgi', 'super', 'power', 'great', 'villain', 'superhero', 'movi', 'is', 'joke', 'everyon', 'get', 'thi', 'movi', 'rise', 'joker']",neutral
57," Brilliant. And best joker I've ever seen
","Phoenix convinces me that he has always meant to be the joker. The movie went beyond my expectations, so many emotions went through me these couple hours. I think because its rated R, Phoenix was able to unlock jokers full psychotic potential as the character he is meant to be. This was an AMAZING story, and it calls for more. And I mean a build up, a second movie, maybe one with batman? My hopes are too high at this point, but nevertheless, brilliant goddamn movie and THE BEST joker ever played hands down.","['phoenix', 'convinc', 'alway', 'meant', 'joker', 'the', 'movi', 'went', 'beyond', 'expect', 'mani', 'emot', 'went', 'coupl', 'hour', 'i', 'think', 'rate', 'r', 'phoenix', 'abl', 'unlock', 'joker', 'full', 'psychot', 'potenti', 'charact', 'meant', 'thi', 'amaz', 'stori', 'call', 'and', 'i', 'mean', 'build', 'second', 'movi', 'mayb', 'one', 'batman', 'my', 'hope', 'high', 'point', 'nevertheless', 'brilliant', 'goddamn', 'movi', 'the', 'best', 'joker', 'ever', 'play', 'hand']",positive
58," Movie of the Decade
","The pool does not need the money. They need the dignity and respect, coz that is what it takes to be a human. If you don't have that, money will only be a reminder of them being a ""good boy"". Like some politicians, they feel so frustrated when people from the lower class does not accept their funding champions. In this movie, through joker's life, I begin to get it.","['the', 'pool', 'need', 'money', 'they', 'need', 'digniti', 'respect', 'coz', 'take', 'human', 'if', 'dont', 'money', 'remind', 'good', 'boy', 'like', 'politician', 'feel', 'frustrat', 'peopl', 'lower', 'class', 'accept', 'fund', 'champion', 'in', 'movi', 'joker', 'life', 'i', 'begin', 'get']",negative
59," OMG - Am I getting old or are people getting more stupid
","I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the astectics were amazing, music was good, story and execution was meh. the performence of the joker was a good performence but people raving about this are driving me mad. either you have not seen many movies or I have seen too many. this movie was bang average and was actually boring. I was thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.
phenoix performence is good but as the story and execution is so bad, I feel he never even touched the higher spectrums of performence.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there.","['i', 'hype', 'see', 'movi', 'love', 'trailer', 'movi', 'i', 'want', 'watch', 'cinema', 'long', 'timei', 'watch', 'bore', 'astect', 'amaz', 'music', 'good', 'stori', 'execut', 'meh', 'perform', 'joker', 'good', 'perform', 'peopl', 'rave', 'drive', 'mad', 'either', 'seen', 'mani', 'movi', 'i', 'seen', 'mani', 'movi', 'bang', 'averag', 'actual', 'bore', 'i', 'think', 'leav', 'half', 'way', 'i', 'bore', 'mindi', 'regret', 'watch', 'overhyp', 'i', 'confus', 'right', 'i', 'think', 'good', 'premis', 'could', 'much', 'much', 'moresign', 'great', 'movi', 'repeat', 'view', 'move', 'move', 'whatsoev', 'i', 'would', 'watch', 'againi', 'thought', 'mayb', 'peopl', 'get', 'paid', 'write', 'good', 'review', 'actual', 'met', 'peopl', 'think', 'best', 'movi', 'ever', 'omgggthi', 'movi', 'bang', 'averag', 'way', 'overhyp', 'phenoix', 'perform', 'good', 'stori', 'execut', 'bad', 'i', 'feel', 'never', 'even', 'touch', 'higher', 'spectrum', 'performencei', 'experienc', 'seen', 'wors', 'life', 'made', 'feel', 'hate', 'word', 'use', 'snowflak', 'plea', 'get', 'social', 'medium', 'live', 'lifether', 'real', 'world']",negative
60," CLOWN PRINCE OF CRIME has arrived
","10/10 Amazing story, Brilliant taking, magnificent cinematography.
Someone had to step out of the safe game played by Superhero movies and Joker movie does just that (also The Boys). Movie is gritty, real, insanely dark and sometime quite disturbing to people who don't want accept what's shown in the movie is a terrible reality we face everyday if refused a proper care.
Normally people start to compare the movie with one of the greatest like The Dark Knight and in acting wise to that of Heath ledger's Potrayal of joker.
I wouldn't say this movie is better that that or otherwise , but it will stand tall amongst the greatest like The Godfather, Taxi Driver, Citizen Kane, The Dark Knight.
Coming to the inevitable comparison of who's the better Joker? Heath or Joaquin. The answer is Both did a phenomenal job and the Joker character itself is fortunate to have being played by two greatest actors.
Definitely a top contender for Oscars. I personally think it would take away
1.Best Actor 2.Cinematography 3.Original score and if Once Upon a time in Hollywood loses in Make-up and hairstyling category it would definitely be to The Joker.","['amaz', 'stori', 'brilliant', 'take', 'magnific', 'cinematographi', 'someon', 'step', 'safe', 'game', 'play', 'superhero', 'movi', 'joker', 'movi', 'also', 'the', 'boy', 'movi', 'gritti', 'real', 'insan', 'dark', 'sometim', 'quit', 'disturb', 'peopl', 'dont', 'want', 'accept', 'what', 'shown', 'movi', 'terribl', 'realiti', 'face', 'everyday', 'refus', 'proper', 'care', 'normal', 'peopl', 'start', 'compar', 'movi', 'one', 'greatest', 'like', 'the', 'dark', 'knight', 'act', 'wise', 'heath', 'ledger', 'potray', 'joker', 'i', 'wouldnt', 'say', 'movi', 'better', 'otherwis', 'stand', 'tall', 'amongst', 'greatest', 'like', 'the', 'godfath', 'taxi', 'driver', 'citizen', 'kane', 'the', 'dark', 'knight', 'come', 'inevit', 'comparison', 'who', 'better', 'joker', 'heath', 'joaquin', 'the', 'answer', 'both', 'phenomen', 'job', 'joker', 'charact', 'fortun', 'play', 'two', 'greatest', 'actor', 'definit', 'top', 'contend', 'oscar', 'i', 'person', 'think', 'would', 'take', 'away', 'best', 'actor', 'cinematographi', 'origin', 'score', 'onc', 'upon', 'time', 'hollywood', 'lose', 'makeup', 'hairstyl', 'categori', 'would', 'definit', 'the', 'joker']",positive
61," Probably one of the best comic book movies out there with a performance of Phoenix that will make you speechless at the end #Venice76
","Still days after seeing it, I'm still stunned by this film. I was lucky enough to see this film at the night of August 31 at the 76th Venice International Film Festival with high anticipations, and I was blown away. Joaquin Phoenix's performance as the Joker was hands down the best of the entire year. His performance reminds me why we love to watch actors play other people, why performance is such an appreciated art form. His laugh, his movements and his slow transformation from Arthur Fleck, a wannabe stand up comedian to the crazy prince of thieves, the Joker, was a thing of beauty to watch. Anybody who's watching this film has to appreciate how Phoenix committed himself to this role, you don't see Phoenix on the screen, but the character of Joker. Joaquin Phoenix might has not topped Heath Ledgers Joker in my opinion, but damn was he close and he deserves every acting award possible.
The film offers a dark look of 1970s Gotham City; a dark, griddy atmosphere where there is no joy nor happiness in this world, and in many moments, the movie gave me instant ""Taxi Driver"" and ""King of Comedy"" vibes - two of Martin Scorsese's best films - without copying both films, but includes elements from both films like e.g. all the political tensions in the city are definitely borrowed from ""Taxi Driver"" and all the bits with the stand-up comedy from ""The King of Comedy"".
The film was a deep character study of a man with some psychological and health issues who simply wants to bring laughter to this world by performing as a clown in e.g. child's hospitals and performing as a stand-up comedian. But his mental health and this broken, sad, depressive society that doesn't know any joy, do not let him be the way he is and all the people around him see him as too weird/different and simply want to put him down; in the streets, in his workplace, at his mother's house etc. to the point where he simply finds a breaking point and loses his mind every day that goes by, which leads him to kill people and then become a symbol of terror and chaos towards the end. And at every moment something bad happens to Arthur Fleck - and yes, a whole lot of things happens in his life aka. to him throughout the film - you just feel sad for him, you mourn for him since he never seemed to have any intentions of harming people at first so that the audience exactly understands the things he does throughout the film. I'm not gonna go any further into plot details since the film's not yet out and I believe - even if it wouldn't have the name ""Joker"" in the title - that everybody should go and watch this film because we don't get such deep sophisticated character study films like this everyday - especially if such films gets mainstream attention. I enjoyed every second watching this character slowly falling apart.
Although I do think that the character of Zazie Beetz was totally useless and lead to nowhere, could have been easily cut out. That's probably my only negative with this film.
But still; it's a thought provoking masterpiece that has a lot to say - about the current situation of society -beyond being just a comic book movie. It offers a completely different take on the character of the Joker with some similarities to ""The Killing Joke"" with lots of surprising twists (one word: Wayne) that even connects it with the Batman comics and will leave you speechless. And half the greatness of this film is thanks to the great performance of Phoenix!
I'm gonna say this: the scene in the third act where the Joker appears live on TV at the Murray Franklin show - which was shown in the final trailer - blew me personally away, the tensions, the build up, Phoenix's greatness and even Robert De Niro's acting, was a heartbeat moment to me. Not spoiling it, but it's amazing. I can't wait to rewatch it when it comes out in October...Check it out as soon as it comes out! #Venice76","['still', 'day', 'see', 'im', 'still', 'stun', 'film', 'i', 'lucki', 'enough', 'see', 'film', 'night', 'august', 'th', 'venic', 'intern', 'film', 'festiv', 'high', 'anticip', 'i', 'blown', 'away', 'joaquin', 'phoenix', 'perform', 'joker', 'hand', 'best', 'entir', 'year', 'hi', 'perform', 'remind', 'love', 'watch', 'actor', 'play', 'peopl', 'perform', 'appreci', 'art', 'form', 'hi', 'laugh', 'movement', 'slow', 'transform', 'arthur', 'fleck', 'wannab', 'stand', 'comedian', 'crazi', 'princ', 'thiev', 'joker', 'thing', 'beauti', 'watch', 'anybodi', 'who', 'watch', 'film', 'appreci', 'phoenix', 'commit', 'role', 'dont', 'see', 'phoenix', 'screen', 'charact', 'joker', 'joaquin', 'phoenix', 'might', 'top', 'heath', 'ledger', 'joker', 'opinion', 'damn', 'close', 'deserv', 'everi', 'act', 'award', 'possibl', 'the', 'film', 'offer', 'dark', 'look', 's', 'gotham', 'citi', 'dark', 'griddi', 'atmospher', 'joy', 'happi', 'world', 'mani', 'moment', 'movi', 'gave', 'instant', 'taxi', 'driver', 'king', 'comedi', 'vibe', 'two', 'martin', 'scorses', 'best', 'film', 'without', 'copi', 'film', 'includ', 'element', 'film', 'like', 'eg', 'polit', 'tension', 'citi', 'definit', 'borrow', 'taxi', 'driver', 'bit', 'standup', 'comedi', 'the', 'king', 'comedi', 'the', 'film', 'deep', 'charact', 'studi', 'man', 'psycholog', 'health', 'issu', 'simpli', 'want', 'bring', 'laughter', 'world', 'perform', 'clown', 'eg', 'child', 'hospit', 'perform', 'standup', 'comedian', 'but', 'mental', 'health', 'broken', 'sad', 'depress', 'societi', 'doesnt', 'know', 'joy', 'let', 'way', 'peopl', 'around', 'see', 'weirddiffer', 'simpli', 'want', 'put', 'street', 'workplac', 'mother', 'hous', 'etc', 'point', 'simpli', 'find', 'break', 'point', 'lose', 'mind', 'everi', 'day', 'goe', 'lead', 'kill', 'peopl', 'becom', 'symbol', 'terror', 'chao', 'toward', 'end', 'and', 'everi', 'moment', 'someth', 'bad', 'happen', 'arthur', 'fleck', 'ye', 'whole', 'lot', 'thing', 'happen', 'life', 'aka', 'throughout', 'film', 'feel', 'sad', 'mourn', 'sinc', 'never', 'seem', 'intent', 'harm', 'peopl', 'first', 'audienc', 'exactli', 'understand', 'thing', 'throughout', 'film', 'im', 'gon', 'na', 'go', 'plot', 'detail', 'sinc', 'film', 'yet', 'i', 'believ', 'even', 'wouldnt', 'name', 'joker', 'titl', 'everybodi', 'go', 'watch', 'film', 'dont', 'get', 'deep', 'sophist', 'charact', 'studi', 'film', 'like', 'everyday', 'especi', 'film', 'get', 'mainstream', 'attent', 'i', 'enjoy', 'everi', 'second', 'watch', 'charact', 'slowli', 'fall', 'apart', 'although', 'i', 'think', 'charact', 'zazi', 'beetz', 'total', 'useless', 'lead', 'nowher', 'could', 'easili', 'cut', 'that', 'probabl', 'neg', 'film', 'but', 'still', 'thought', 'provok', 'masterpiec', 'lot', 'say', 'current', 'situat', 'societi', 'beyond', 'comic', 'book', 'movi', 'it', 'offer', 'complet', 'differ', 'take', 'charact', 'joker', 'similar', 'the', 'kill', 'joke', 'lot', 'surpris', 'twist', 'one', 'word', 'wayn', 'even', 'connect', 'batman', 'comic', 'leav', 'speechless', 'and', 'half', 'great', 'film', 'thank', 'great', 'perform', 'phoenix', 'im', 'gon', 'na', 'say', 'scene', 'third', 'act', 'joker', 'appear', 'live', 'tv', 'murray', 'franklin', 'show', 'shown', 'final', 'trailer', 'blew', 'person', 'away', 'tension', 'build', 'phoenix', 'great', 'even', 'robert', 'de', 'niro', 'act', 'heartbeat', 'moment', 'not', 'spoil', 'amaz', 'i', 'cant', 'wait', 'rewatch', 'come', 'octobercheck', 'soon', 'come', 'venic']",positive
62," Worthy Acting Performance By Phoenix Worth a Watch, but This Joker is Not Smart Enough to Become the Joker We've Come to Know
","Here, we have a broken man whose mental instability and illness is the catalyst for what Arthur Fleck eventually becomes, but I mean nowhere in this movie do we witness any kind of intellectual prowess, high intelligence, or even any miniscule reference to his wit and smarts to believe he has what it takes to become the Joker from the previous films.Also, there is merit to the theory that the whole entire movie was a dream playing out in his imagination, and he was conveying that to the psychiatrist the whole movie, which connects to the end since it starts with him meeting a psychiatrist and we know he was making things up by the revelations. In addition, there is no factuality to the idea that he was Thomas Wayne's lovechild. Joker is having a delusion of grandiose throughout the story, connecting himself to powerful people and situations, which would be a semi-trait of his narcissism, as well (although narcissism is far from his predominant psychological problems). I'd prefer this theory because it would explain why Fleck lacked any kind of pragmatism and intelligence we've come to expect throughout this movie.The Joker is playing the psychotherapist the whole time, making her feel sympathy and bad for him (as well as the audience), and that's the joke on her at the end, which enables him to kill her, too. This is Joker's own fantasy origin story, which has little validity.Go ahead and downvote, but there's no way this take on the Joker is intelligent and mentally competent enough to become Ledger's Joker.","['here', 'broken', 'man', 'whose', 'mental', 'instabl', 'ill', 'catalyst', 'arthur', 'fleck', 'eventu', 'becom', 'i', 'mean', 'nowher', 'movi', 'wit', 'kind', 'intellectu', 'prowess', 'high', 'intellig', 'even', 'miniscul', 'refer', 'wit', 'smart', 'believ', 'take', 'becom', 'joker', 'previou', 'filmsalso', 'merit', 'theori', 'whole', 'entir', 'movi', 'dream', 'play', 'imagin', 'convey', 'psychiatrist', 'whole', 'movi', 'connect', 'end', 'sinc', 'start', 'meet', 'psychiatrist', 'know', 'make', 'thing', 'revel', 'in', 'addit', 'factual', 'idea', 'thoma', 'wayn', 'lovechild', 'joker', 'delus', 'grandios', 'throughout', 'stori', 'connect', 'power', 'peopl', 'situat', 'would', 'semitrait', 'narciss', 'well', 'although', 'narciss', 'far', 'predomin', 'psycholog', 'problem', 'id', 'prefer', 'theori', 'would', 'explain', 'fleck', 'lack', 'kind', 'pragmat', 'intellig', 'weve', 'come', 'expect', 'throughout', 'movieth', 'joker', 'play', 'psychotherapist', 'whole', 'time', 'make', 'feel', 'sympathi', 'bad', 'well', 'audienc', 'that', 'joke', 'end', 'enabl', 'kill', 'thi', 'joker', 'fantasi', 'origin', 'stori', 'littl', 'validitygo', 'ahead', 'downvot', 'there', 'way', 'take', 'joker', 'intellig', 'mental', 'compet', 'enough', 'becom', 'ledger', 'joker']",neutral
63," Saw it tonight and had to make an account so I can tell everyone how good it is
","Seriously, unbelievable. Dare I say better than Heath Ledger? If Joaquin Phoenix doesn't win the Oscar for best actor and 'Joker' doesn't win at the VERY least, best screenplay, it will be one of the biggest Oscar snubs of our time","['serious', 'unbeliev', 'dare', 'i', 'say', 'better', 'heath', 'ledger', 'if', 'joaquin', 'phoenix', 'doesnt', 'win', 'oscar', 'best', 'actor', 'joker', 'doesnt', 'win', 'veri', 'least', 'best', 'screenplay', 'one', 'biggest', 'oscar', 'snub', 'time']",positive
64," Miserable and Unpleasant Slog of a Movie about Nothing
","BREAKING NEWS: Killer clowns are back! But this time they're not pranksters mimicking Pennywise to scare the sh*t out of people for viral memes; they're ""incels"" threatening to gun down everyone who chooses to take their date to this dour, depressing, demented movie.If this Joker were the one featured in Nolan's marvelously entertaining Dark Knight, I doubt any of your skinny lonely drugged-up psychos would be rushing to hail this guy as his hero and inspiration.Ledger's Joker is brilliant, manipulaitve, and consumed with an infectious, and sometimes charming, confidence. Phoenix's Joker is dumb, depressing, and insecure. Ledger makes things happen. Things happen to Phoenix. The Joker controls events in Dark Knight. Events spiral out of control in Joker.There is no fun in this movie, no great action set pieces, no hint of hope or optimism. It's a two hour slog of watching a miserable man drive himself insane until he starts murdering people. Then seemingly everyone goes insane because ""they've had enough!""Change the name of this movie to Arthur, eliminate the very few references to the Batman universe, and I doubt you'd think this was an origin story to the Joker we all know and love. Maybe this Joker is the closest to what the Joker would resemble in the real world...which is perhaps why this movie is so awful. Who wants that movie?There are plenty of good character-driven films of mentally disturbed individuals who spiral out of control. There are plenty of good dark gritty super hero movies. This is neither of them.","['break', 'news', 'killer', 'clown', 'back', 'but', 'time', 'theyr', 'prankster', 'mimick', 'pennywis', 'scare', 'sht', 'peopl', 'viral', 'meme', 'theyr', 'incel', 'threaten', 'gun', 'everyon', 'choos', 'take', 'date', 'dour', 'depress', 'dement', 'movieif', 'joker', 'one', 'featur', 'nolan', 'marvel', 'entertain', 'dark', 'knight', 'i', 'doubt', 'skinni', 'lone', 'druggedup', 'psycho', 'would', 'rush', 'hail', 'guy', 'hero', 'inspirationledg', 'joker', 'brilliant', 'manipulaitv', 'consum', 'infecti', 'sometim', 'charm', 'confid', 'phoenix', 'joker', 'dumb', 'depress', 'insecur', 'ledger', 'make', 'thing', 'happen', 'thing', 'happen', 'phoenix', 'the', 'joker', 'control', 'event', 'dark', 'knight', 'event', 'spiral', 'control', 'jokerther', 'fun', 'movi', 'great', 'action', 'set', 'piec', 'hint', 'hope', 'optim', 'it', 'two', 'hour', 'slog', 'watch', 'miser', 'man', 'drive', 'insan', 'start', 'murder', 'peopl', 'then', 'seemingli', 'everyon', 'goe', 'insan', 'theyv', 'enoughchang', 'name', 'movi', 'arthur', 'elimin', 'refer', 'batman', 'univers', 'i', 'doubt', 'youd', 'think', 'origin', 'stori', 'joker', 'know', 'love', 'mayb', 'joker', 'closest', 'joker', 'would', 'resembl', 'real', 'worldwhich', 'perhap', 'movi', 'aw', 'who', 'want', 'moviether', 'plenti', 'good', 'characterdriven', 'film', 'mental', 'disturb', 'individu', 'spiral', 'control', 'there', 'plenti', 'good', 'dark', 'gritti', 'super', 'hero', 'movi', 'thi', 'neither']",neutral
65," Stunning
","One of the best movies in these few years and 100% Oscar worthy
Joaquin Phoenix delivers one of the best performances I've ever scene","['one', 'best', 'movi', 'year', 'oscar', 'worthi', 'joaquin', 'phoenix', 'deliv', 'one', 'best', 'perform', 'ive', 'ever', 'scene']",positive
66," Anyone who rates this movie poorly clearly doesn't appreciate cinema
","While the trailers for this movie have may seemed like there was potential for an action packed movie, this movie, clearly before it came to theaters was intended to be a progressive character study. You shouldn't go into this movie expecting intense action or the joker we know of the past. This is a movie about how Arthur Fleck becomes the Joker.I have seen so many bad reviews about how boring or slow the movie is, but I believe it was utter perfection. The first part of the movie we begin to understand Arthur as a person. All of his interactions with everyone in his life, be it good or bad. The whole point of a character study is evolution. And this is far and away one of the greatest evolutions of a character I have ever seen in a movie.Joaquin Phoenix's performance is by far the best acting I have seen in a movie possibly in the last few decades. We see a challenged person be challenged by society and it completely breaks him down over time. And Joaquin isn't acting, he is evolving all throughout the movie. If anyone thinks he doesn't put on an Oscar winning performance, they're out of their effing mind. Yes, the movie is slow to start, but it has to be. We couldn't just jump into the joker and all the chaos. We need to know where it came from to begin with.The whole compilation of the movie is amazing. The complete Oscar deserving performance of Joaquin, the choreography, the cinematography, the score. Everything is in perfect harmony. While there may have been a lot of controversy surrounding this movie, the team put together a perfect movie and I pity those who can't appreciate the tears and sweat and emotion that went into making this movie.I have always been so one sided in my movie preferences between Marvel and DC. I feel like Marvel is sooo much better overall and most movies DC puts out are trash. But Joker is far and away my favorite comic movie. Even though it takes a completely different spin on comic movies. You have to appreciate the evolution to appreciate this movie. It's not an action movie, but it's really rips and tears at all the emotions in one movie while adding a wild suspenseful kick. No other comic book movie has done that before.","['while', 'trailer', 'movi', 'may', 'seem', 'like', 'potenti', 'action', 'pack', 'movi', 'movi', 'clearli', 'came', 'theater', 'intend', 'progress', 'charact', 'studi', 'you', 'shouldnt', 'go', 'movi', 'expect', 'intens', 'action', 'joker', 'know', 'past', 'thi', 'movi', 'arthur', 'fleck', 'becom', 'jokeri', 'seen', 'mani', 'bad', 'review', 'bore', 'slow', 'movi', 'i', 'believ', 'utter', 'perfect', 'the', 'first', 'part', 'movi', 'begin', 'understand', 'arthur', 'person', 'all', 'interact', 'everyon', 'life', 'good', 'bad', 'the', 'whole', 'point', 'charact', 'studi', 'evolut', 'and', 'far', 'away', 'one', 'greatest', 'evolut', 'charact', 'i', 'ever', 'seen', 'moviejoaquin', 'phoenix', 'perform', 'far', 'best', 'act', 'i', 'seen', 'movi', 'possibl', 'last', 'decad', 'we', 'see', 'challeng', 'person', 'challeng', 'societi', 'complet', 'break', 'time', 'and', 'joaquin', 'isnt', 'act', 'evolv', 'throughout', 'movi', 'if', 'anyon', 'think', 'doesnt', 'put', 'oscar', 'win', 'perform', 'theyr', 'ef', 'mind', 'ye', 'movi', 'slow', 'start', 'we', 'couldnt', 'jump', 'joker', 'chao', 'we', 'need', 'know', 'came', 'begin', 'withth', 'whole', 'compil', 'movi', 'amaz', 'the', 'complet', 'oscar', 'deserv', 'perform', 'joaquin', 'choreographi', 'cinematographi', 'score', 'everyth', 'perfect', 'harmoni', 'while', 'may', 'lot', 'controversi', 'surround', 'movi', 'team', 'put', 'togeth', 'perfect', 'movi', 'i', 'piti', 'cant', 'appreci', 'tear', 'sweat', 'emot', 'went', 'make', 'moviei', 'alway', 'one', 'side', 'movi', 'prefer', 'marvel', 'dc', 'i', 'feel', 'like', 'marvel', 'sooo', 'much', 'better', 'overal', 'movi', 'dc', 'put', 'trash', 'but', 'joker', 'far', 'away', 'favorit', 'comic', 'movi', 'even', 'though', 'take', 'complet', 'differ', 'spin', 'comic', 'movi', 'you', 'appreci', 'evolut', 'appreci', 'movi', 'it', 'action', 'movi', 'realli', 'rip', 'tear', 'emot', 'one', 'movi', 'ad', 'wild', 'suspens', 'kick', 'no', 'comic', 'book', 'movi', 'done']",negative
